stimuli_presented,participant_id_coded,name,participant_id,silly_or_annoying,intention,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,gender,edu,native,generally_sarcastic,b5_agreeableness,b5_agreeableness_2,b5_conscientiousness,b5_conscientiousness_2,b5_extraversion,b5_extraversion_2,b5_neuroticism,b5_neuroticism_2,b5_openness,b5_openness_2,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,context_type,b5_agree,b5_consci,b5_extra,b5_neuro,b5_open,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever
4n,52,4n_52,d0054ec23796dcbbc2067fc8cc31e37342ae0016439123edc42a261e6b8eee40,4,"['mock_friendly', 'direct']",5,5,1.02774024,0.924542812,1.526764991,female,graduate degree,British English,5,6,2,2,5,2,3,2,6,3,6,3,3,5,2,5,n,4,3.5,2.5,4,4.5,0,0,0,1,0,1,0,0
5n,52,5n_52,d0054ec23796dcbbc2067fc8cc31e37342ae0016439123edc42a261e6b8eee40,6,"['mock_hilarious', 'direct']",2,3,2.292651304,-0.554725687,0.150526126,female,graduate degree,British English,5,6,2,2,5,2,3,2,6,3,6,3,3,5,2,5,n,4,3.5,2.5,4,4.5,0,0,1,0,0,1,0,0
6n,52,6n_52,d0054ec23796dcbbc2067fc8cc31e37342ae0016439123edc42a261e6b8eee40,3,"['natural', 'crit_softer', 'direct']",5,2,0.395284708,0.924542812,-0.537593307,female,graduate degree,British English,5,6,2,2,5,2,3,2,6,3,6,3,3,5,2,5,n,4,3.5,2.5,4,4.5,0,1,0,0,1,1,0,0
1nn,12,1nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,"['natural', 'mock_friendly', 'clever']",6,5,-0.276032281,2.338668923,1.386224676,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,1,1,0,0,1
2nn,12,2nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'direct', 'be_nice']",1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,1,1,1,0
3nn,12,3nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'mock_hilarious']",6,6,-0.906963209,2.338668923,1.890306376,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,1,0,1,0,0,0
4nn,12,4nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,3,"['natural', 'mock_friendly', 'clever']",6,6,0.354898647,2.338668923,1.890306376,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,1,1,0,0,1
5nn,12,5nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,4,"['direct', 'clever', 'be_nice']",1,1,0.985829575,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,0,1,1,1
6nn,12,6nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,"['direct', 'be_nice']",1,1,-0.276032281,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,0,1,1,0
7nn,12,7nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,6,"['natural', 'direct', 'clever', 'be_nice']",1,1,2.247691432,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,1,1,1,1
8nn,12,8nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,['be_nice'],1,1,-0.276032281,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,0,0,1,0
9nn,12,9nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,4,['mock_friendly'],4,5,0.985829575,1.150773597,1.386224676,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,1,0,0,0,0
10nn,12,10nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,5,"['mock_friendly', 'direct', 'be_nice']",2,3,1.616760504,-0.037121729,0.378061275,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,1,0,1,1,0
11nn,12,11nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,3,"['crit_softer', 'be_nice']",2,3,0.354898647,-0.037121729,0.378061275,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,1,0,0,0,0,1,0
12nn,12,12nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,['direct'],1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,0,1,0,0
13nn,12,13nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,['direct'],2,1,-0.276032281,-0.037121729,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,0,1,0,0
10n,12,10n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,"['direct', 'be_nice']",1,1,-0.276032281,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,0,1,1,0
15nn,12,15nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,4,"['crit_softer', 'mock_friendly']",2,1,0.985829575,-0.037121729,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,1,0,1,0,0,0,0
16nn,12,16nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,6,"['natural', 'clever']",2,5,2.247691432,-0.037121729,1.386224676,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,0,0,0,1,0,0,1
11n,12,11n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'direct', 'be_nice']",1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,1,1,1,0
12n,12,12n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,4,"['direct', 'be_nice']",2,1,0.985829575,-0.037121729,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,0,1,1,0
13n,12,13n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,"['natural', 'direct', 'be_nice']",1,1,-0.276032281,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,1,1,1,0
14n,12,14n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,4,"['crit_harsher', 'direct']",1,1,0.985829575,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,1,0,0,0,0,1,0,0
15n,12,15n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['direct', 'be_nice']",1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,0,1,1,0
16n,12,16n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'direct', 'be_nice']",1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,1,1,1,0
7n,12,7n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,"['natural', 'be_nice']",1,1,-0.276032281,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,1,0,1,0
8n,12,8n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,"['crit_softer', 'direct']",1,1,-0.276032281,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,1,0,0,0,1,0,0
9n,12,9n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,['be_nice'],1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,0,0,1,0
14nn,12,14nn_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,5,"['crit_softer', 'mock_friendly', 'clever']",5,6,1.616760504,1.74472126,1.890306376,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,nn,5,3.5,2.5,6,4,0,1,0,1,0,0,0,1
1n,12,1n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'direct']",1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,1,1,0,0
2n,12,2n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'mock_friendly']",4,5,-0.906963209,1.150773597,1.386224676,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,1,1,0,0,0
3n,12,3n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,2,"['direct', 'be_nice']",1,1,-0.276032281,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,0,1,1,0
4n,12,4n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['direct', 'be_nice']",1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,0,1,1,0
5n,12,5n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'mock_friendly', 'clever']",4,6,-0.906963209,1.150773597,1.890306376,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,1,1,0,0,1
6n,12,6n_12,65a5fb99686a428ad93452601f40fba20a80d0b2b04ac35010c0934a3d959020,1,"['natural', 'be_nice']",1,1,-0.906963209,-0.631069392,-0.630102125,male,undergraduate degree,Other,4,5,5,1,6,1,4,6,6,4,4,4,5,5,2,4,n,5,3.5,2.5,6,4,0,0,0,0,1,0,1,0
1nn,19,1nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,3,['mock_friendly'],6,6,-0.1861043,1.613857879,1.916990562,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,0,0,1,0,0,0,0
2nn,19,2nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,2,['crit_softer'],5,5,-0.644207194,1.164784382,1.426240978,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
3nn,19,3nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['mock_hilarious'],6,6,1.18820438,1.613857879,1.916990562,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,0,1,0,0,0,0,0
4nn,19,4nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],6,6,1.18820438,1.613857879,1.916990562,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
5nn,19,5nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_softer'],1,1,1.18820438,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
6nn,19,6nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,5,['crit_harsher'],1,1,0.730101487,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
7nn,19,7nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,3,['clever'],1,1,-0.1861043,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,0,0,0,0,0,0,1
8nn,19,8nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['crit_softer'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
9nn,19,9nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['crit_harsher'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
10nn,19,10nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],1,1,1.18820438,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
11nn,19,11nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,4,['mock_friendly'],1,1,0.271998593,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,0,0,1,0,0,0,0
12nn,19,12nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],1,1,1.18820438,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
13nn,19,13nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['crit_softer'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
10n,19,10n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,3,['crit_softer'],1,1,-0.1861043,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
15nn,19,15nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],6,6,1.18820438,1.613857879,1.916990562,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
16nn,19,16nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],6,1,1.18820438,1.613857879,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
11n,19,11n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,2,['crit_softer'],1,1,-0.644207194,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
12n,19,12n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],1,1,1.18820438,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
13n,19,13n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['be_nice'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,0,0,1,0
14n,19,14n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,2,['crit_softer'],1,1,-0.644207194,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
15n,19,15n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['be_nice'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,0,0,1,0
16n,19,16n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['be_nice'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,0,0,1,0
7n,19,7n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['mock_friendly'],6,6,1.18820438,1.613857879,1.916990562,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,1,0,0,0,0
8n,19,8n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['be_nice'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,0,0,1,0
9n,19,9n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['be_nice'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,0,0,1,0
14nn,19,14nn_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],6,1,1.18820438,1.613857879,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,nn,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
1n,19,1n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,4,['direct'],2,2,0.271998593,-0.182436108,-0.046007773,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,0,1,0,0
2n,19,2n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['natural'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,1,0,0,0
3n,19,3n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['crit_softer'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
4n,19,4n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,6,['crit_harsher'],6,6,1.18820438,1.613857879,1.916990562,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,1,0,0,0,0,0,0,0
5n,19,5n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,1,['direct'],1,1,-1.102310088,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,0,0,0,0,1,0,0
6n,19,6n_19,e4e9a4106785748693c183e6428541bb0f38f059ae24456153ccd5e9ad21a66a,4,['crit_softer'],1,1,0.271998593,-0.631509605,-0.536757357,male,graduate degree,British English,3,6,5,6,6,5,6,1,1,5,6,1,6,6,1,5,n,5.5,6,5.5,1,5.5,0,1,0,0,0,0,0,0
1nn,49,1nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,1,['mock_friendly'],4,3,-1.633175807,0.331867912,0.102926498,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,0,0,1,0,0,0,0
2nn,49,2nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,1,"['crit_softer', 'mock_friendly', 'direct']",4,4,-1.633175807,0.331867912,0.651867818,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,1,0,1,0,1,0,0
3nn,49,3nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,4,"['crit_softer', 'mock_hilarious']",5,4,-0.065327032,0.837571397,0.651867818,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,1,1,0,0,0,0,0
4nn,49,4nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,2,['mock_hilarious'],6,5,-1.110559549,1.343274881,1.200809139,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,0,1,0,0,0,0,0
5nn,49,5nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,6,['direct'],5,3,0.979905484,0.837571397,0.102926498,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,0,0,0,0,1,0,0
6nn,49,6nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,6,"['crit_harsher', 'direct']",1,1,0.979905484,-1.185242542,-0.994956144,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,1,0,0,0,0,1,0,0
7nn,49,7nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,5,"['natural', 'crit_softer']",2,1,0.457289226,-0.679539058,-0.994956144,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,1,0,0,1,0,0,0
8nn,49,8nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,5,['crit_softer'],6,6,0.457289226,1.343274881,1.74975046,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,1,0,0,0,0,0,0
9nn,49,9nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,6,"['natural', 'direct']",3,1,0.979905484,-0.173835573,-0.994956144,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,0,0,0,1,1,0,0
10nn,49,10nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,6,"['natural', 'crit_harsher', 'direct']",6,6,0.979905484,1.343274881,1.74975046,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,1,0,0,0,1,1,0,0
11nn,49,11nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,1,"['natural', 'crit_softer', 'mock_friendly']",4,4,-1.633175807,0.331867912,0.651867818,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,1,0,1,1,0,0,0
12nn,49,12nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,5,"['mock_friendly', 'direct']",5,2,0.457289226,0.837571397,-0.446014823,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,0,0,0,1,0,1,0,0
13nn,49,13nn_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,5,"['crit_harsher', 'direct']",1,1,0.457289226,-1.185242542,-0.994956144,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,nn,4,4.5,4.5,3.5,4,1,0,0,0,0,1,0,0
10n,49,10n_49,9daf3e7d0bd761e2913d6f6c4923d565029e297bff4d1c15e4bff8f5ae555ee2,6,"['crit_harsher', 'direct']",1,1,0.979905484,-1.185242542,-0.994956144,female,undergraduate degree,British English,5,6,2,3,6,4,5,3,4,3,5,4,5,3,4,4,n,4,4.5,4.5,3.5,4,1,0,0,0,0,1,0,0
